condition,scan_id,pa_x,pa_y,pa_z,focus_x,focus_y,focus_z,beam_amplitude,edm_response,beam_dB,edm_response_dB
B_PA2_to_C2,127,29.287189223265948,156.1891376404356,-96.19331567,38.29,199.66,-51.8,0.3192970559708809,0.3192970559708809,-0.7121287982829266,-0.7121287982829266
B_PA2_to_C2,128,30.311573262117754,155.9613297060287,-96.22482285,39.62,199.4,-51.8,0.3190707643344806,0.3190707643344806,-0.7182868288089006,-0.7182868288089006
B_PA2_to_C2,129,31.327490088262778,155.7277576000829,-96.26372833,40.94,199.14,-51.8,0.3187917162902872,0.3187917162902872,-0.7258865254326352,-0.7258865254326352
B_PA2_to_C2,130,32.346799557316906,155.48737910086453,-96.29107536,42.26,198.86,-51.8,0.3185958183929073,0.3185958183929073,-0.7312256557982554,-0.7312256557982554
B_PA2_to_C2,131,33.36732440690331,155.2397583375813,-96.31750875,43.58,198.57,-51.8,0.3184067886247691,0.3184067886247691,-0.7363807108465831,-0.7363807108465831
B_PA2_to_C2,132,34.386623431911964,154.9845990317281,-96.35359505,44.9,198.28,-51.8,0.31814908153848426,0.31814908153848426,-0.7434136062690564,-0.7434136062690564
B_PA2_to_C2,133,35.40710780563987,154.72219281077383,-96.38874881,46.22,197.98,-51.8,0.31789833437408216,0.31789833437408216,-0.7502620337774331,-0.7502620337774331
B_PA2_to_C2,134,36.431444182147416,154.45268255668202,-96.41246791,47.54,197.66,-51.8,0.31772939260449673,0.31772939260449673,-0.7548792319837095,-0.7548792319837095
B_PA2_to_C2,135,37.44741134912878,154.17778788145057,-96.4429791,48.85,197.34,-51.8,0.3175123875053772,0.3175123875053772,-0.7608136099613166,-0.7608136099613166
B_PA2_to_C2,136,38.464756891919535,153.89561972920762,-96.47245793,50.16,197.01,-51.8,0.31730301974812175,0.31730301974812175,-0.766542977202401,-0.766542977202401
B_PA2_to_C2,137,39.480725248745216,153.60607009254798,-96.51136485,51.47,196.68,-51.8,0.3170270407179695,0.3170270407179695,-0.7741009464646798,-0.7741009464646798
B_PA2_to_C2,138,40.493885892413495,153.311565354177,-96.53576529999998,52.77,196.33,-51.8,0.3168542097089897,0.3168542097089897,-0.7788374522572795,-0.7788374522572795
B_PA2_to_C2,139,41.51268394428367,153.0074171322464,-96.5725397,54.08,195.98,-51.8,0.3165940938761323,0.3165940938761323,-0.7859709074469641,-0.7859709074469641
B_PA2_to_C2,140,42.52893320668015,152.6982334966001,-96.59474994,55.38,195.61,-51.8,0.316437186376447,0.316437186376447,-0.7902767965746489,-0.7902767965746489
B_PA2_to_C2,141,43.54379709680743,152.3817413858152,-96.62622177,56.68,195.24,-51.8,0.31621517652324177,0.31621517652324177,-0.7963728874951691,-0.7963728874951691
B_PA2_to_C2,142,44.56023711402857,152.05787785177182,-96.65656804,57.98,194.86,-51.8,0.3160013483749103,0.3160013483749103,-0.8022483674789864,-0.8022483674789864
B_PA2_to_C2,143,45.57141177251975,151.72911617363346,-96.68245169,59.27,194.47,-51.8,0.3158191920272704,0.3158191920272704,-0.8072567199307857,-0.8072567199307857
B_PA2_to_C2,144,46.584297836498095,151.39297268814192,-96.70711426,60.56,194.07,-51.8,0.3156458351341204,0.3156458351341204,-0.8120258166026808,-0.8120258166026808
B_PA2_to_C2,145,47.598933361388,151.04939742262195,-96.73057258,61.85,193.66,-51.8,0.3154811547727962,0.3154811547727962,-0.81655864596779,-0.81655864596779
B_PA2_to_C2,146,48.61204819606222,150.69865498336085,-96.76307759,63.14,193.25,-51.8,0.3152531912881645,0.3152531912881645,-0.8228372504788755,-0.8228372504788755
B_PA2_to_C2,147,49.62347070165551,150.34279584900577,-96.78055304,64.42,192.82,-51.8,0.3151307607642079,0.3151307607642079,-0.8262111245419003,-0.8262111245419003
B_PA2_to_C2,148,50.63339707567118,149.97983750061448,-96.80693732,65.7,192.39,-51.8,0.31494614944884824,0.31494614944884824,-0.8313010223973717,-0.8313010223973717
B_PA2_to_C2,149,51.64516879572696,149.60941285635778,-96.83201492,66.98,191.95,-51.8,0.3147708383461707,0.3147708383461707,-0.8361372677553257,-0.8361372677553257
B_PA2_to_C2,150,52.65213948655098,149.23427578309725,-96.85202211,68.25,191.5,-51.8,0.314631111347227,0.314631111347227,-0.8399937963625606,-0.8399937963625606
B_PA2_to_C2,151,53.66108006832015,148.85164481177503,-96.87064072,69.52,191.04,-51.8,0.31450123037070893,0.31450123037070893,-0.8435801064895079,-0.8435801064895079
